,player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,full_name
40503,140519,Hendrik,Duivenbooden,U,,NED,,,Hendrik Duivenbooden
40504,140520,Jeroen,Van Den Heuvel,U,,NED,,,Jeroen Van Den Heuvel
40505,140521,Jeroen,Van Ruler,U,1980-10-13,NED,,,Jeroen Van Ruler
40506,140522,Cristiaan,De Ravallet,U,,NED,,,Cristiaan De Ravallet
40507,140523,Victor,Jongepier,U,1980-12-03,NED,,,Victor Jongepier
40508,140524,Jose Hernan,Gomez Lopez,U,1983-03-30,ESP,,,Jose Hernan Gomez Lopez
40509,140525,Jose Maria,Hilla Merchan,U,1962-04-14,ESP,,,Jose Maria Hilla Merchan
40510,140526,Martin,Elsoe Jensen,U,1979-09-23,DEN,,,Martin Elsoe Jensen
40511,140527,Adriano,Liccardo,R,1985-03-06,NOR,,,Adriano Liccardo
40512,140528,Mats,Doving,R,1985-03-25,NOR,,,Mats Doving
40513,140529,Axel,Bugge Elvik,U,1981-05-14,NOR,,,Axel Bugge Elvik
40514,140530,Birger,Soiland,U,1982-03-06,NOR,,,Birger Soiland
40515,140531,Peter,Oredsson,U,1982-03-02,SWE,,,Peter Oredsson
40516,140532,Augustine,Uzoagwa,U,,NGR,,,Augustine Uzoagwa
40517,140533,Oyvind,Lokken,R,1984-03-21,NOR,,,Oyvind Lokken
40518,140534,Jonas,Askeland,U,1982-01-24,NOR,,,Jonas Askeland
40519,140535,Fredrik,Myhre,U,1982-09-12,NOR,,,Fredrik Myhre
40520,140536,Kevin,Reeder,U,1977-09-14,USA,,,Kevin Reeder
40521,140537,Christian,Moe,U,1982-01-28,NOR,,,Christian Moe
40522,140538,Robert,Lindhe,U,1982-01-13,SWE,,,Robert Lindhe
40523,140539,Jorgen,Vestli,U,1981-01-28,NOR,,,Jorgen Vestli
40524,140540,Jimmy,Wallin,U,1977-06-28,SWE,,,Jimmy Wallin
40525,140541,Eling,Lorsa Tveit,U,1984-01-01,NOR,,,Eling Lorsa Tveit
40526,140542,Jens,Andenaes,U,1982-04-01,NOR,,,Jens Andenaes
40527,140543,Morten,Goa,L,1984-02-02,NOR,,,Morten Goa
40528,140544,Pablo Mariano,Gomez,U,1958-11-02,ARG,,,Pablo Mariano Gomez
40529,140545,Victor,Martinez Chincolla,U,1983-04-22,ESP,,,Victor Martinez Chincolla
40530,140546,Ruben,Gil Ruiz,U,1984-04-12,ESP,,,Ruben Gil Ruiz
40531,140547,Alberto,Ejeda Berjillos,U,1982-11-17,ESP,,,Alberto Ejeda Berjillos
40532,140548,Mathieu,Escale,U,1982-06-23,FRA,,,Mathieu Escale
40533,140549,Sebastien,Maigret,U,1977-02-16,FRA,,,Sebastien Maigret
40534,140550,Yusuke,Sue,U,1982-07-18,JPN,,,Yusuke Sue
40535,140551,Youssuke,Kubota,U,1982-08-26,JPN,,,Youssuke Kubota
40536,140552,Takayoshi,Ishii,U,1982-02-23,JPN,,,Takayoshi Ishii
40537,140553,Anthony,Baulch,U,,AUS,,,Anthony Baulch
40538,140554,Akiyoshi,Endo,U,1972-08-23,JPN,,,Akiyoshi Endo
40539,140555,Yu,Kaburaki,R,1984-04-07,JPN,,,Yu Kaburaki
40540,140556,Motonari,Minato,R,1983-01-23,JPN,,,Motonari Minato
40541,140557,Yohei,Ishida,U,1976-07-20,JPN,,,Yohei Ishida
40542,140558,Gaku,Ohata,U,1979-10-16,JPN,,,Gaku Ohata
40543,140559,Katsuhiro,Sato,U,1968-09-11,JPN,,,Katsuhiro Sato
40544,140560,Kazuyuki,Murazeki,U,1976-11-16,JPN,,,Kazuyuki Murazeki
40545,140561,Jyunji,Takeshita,U,1977-04-24,JPN,,,Jyunji Takeshita
40546,140562,Yusuke,Sugie,U,1979-02-06,JPN,,,Yusuke Sugie
40547,140563,Yukihiro,Otani,U,,JPN,,,Yukihiro Otani
40548,140564,Shusei,Kanbara,R,1983-05-03,JPN,,,Shusei Kanbara
40549,140565,Hiroaki,Tanaka,U,,JPN,,,Hiroaki Tanaka
40550,140566,Kosmus,Ochran,U,,GHA,,,Kosmus Ochran
40551,140567,Andreas,Rydberg,U,1981-01-10,SWE,,,Andreas Rydberg
40552,140568,Erik,Flygt,U,1980-11-12,SWE,,,Erik Flygt
40553,140569,,,U,,SWE,,,
40554,140570,Erik,Nyman,U,1981-07-22,SWE,,,Erik Nyman
40555,140571,,,U,,SWE,,,
40556,140572,William,Strom,U,1984-06-04,SWE,,,William Strom
40557,140573,,,U,,SWE,,,
40558,140574,David,Anving,U,1982-02-19,SWE,,,David Anving
40559,140575,Robert,Jendelund,U,1981-05-14,SWE,,,Robert Jendelund
40560,140576,Kristian,Utstrand,U,1984-04-10,SWE,,,Kristian Utstrand
40561,140577,Marko,Randelovic,U,1982-08-20,SWE,,,Marko Randelovic
40562,140578,Mauro,Pompei,U,,ITA,,,Mauro Pompei
40563,140579,Giuseppe,Morrone,U,,ITA,,,Giuseppe Morrone
40564,140580,Paolo,Tronci,U,1965-01-25,ITA,,,Paolo Tronci
40565,140581,Andrea,Nociti,U,1980-06-28,ITA,,,Andrea Nociti
40566,140582,Sandon,Barth,U,,USA,,,Sandon Barth
40567,140583,Phillippe,Velasco,U,1980-09-20,FRA,,,Phillippe Velasco
40568,140584,Loris,Germain,R,1972-01-06,FRA,,,Loris Germain
40569,140585,Cedric,Scherrer,U,1973-05-04,FRA,,,Cedric Scherrer
40570,140586,Clotaire,Desbenoit,U,1982-04-20,FRA,,,Clotaire Desbenoit
40571,140587,Florent,Girod,U,1984-06-15,FRA,,,Florent Girod
40572,140588,Olivier,Kleinhans,U,1979-09-20,FRA,,,Olivier Kleinhans
40573,140589,Laurent,Marquet,U,1980-08-06,FRA,,,Laurent Marquet
40574,140590,Daisuke,Orimoto,U,1972-05-03,JPN,,,Daisuke Orimoto
40575,140591,Reiji,Okada,U,1968-06-15,JPN,,,Reiji Okada
40576,140592,Hiroyuki,Kametani,U,1965-06-26,JPN,,,Hiroyuki Kametani
40577,140593,Hideyo,Washida,U,1981-04-21,JPN,,,Hideyo Washida
40578,140594,Kosaku,Takaishi,U,1979-04-09,JPN,,,Kosaku Takaishi
40579,140595,Hidekazu,Ishii,U,,JPN,,,Hidekazu Ishii
40580,140596,Yoshihiro,Hirata,U,1979-07-30,JPN,,,Yoshihiro Hirata
40581,140597,Masahiro,Kudo,U,1969-01-04,JPN,,,Masahiro Kudo
40582,140598,Masaaki,Mayama,U,1955-11-03,JPN,,,Masaaki Mayama
40583,140599,Hugo,Cardenas,U,1985-09-17,BOL,,,Hugo Cardenas
40584,140600,Ivan,Ampuero,U,1985-02-19,BOL,,,Ivan Ampuero
40585,140601,Peter,Bjork,U,1983-09-01,SWE,,,Peter Bjork
40586,140602,Anders,Johnsson,U,1983-01-26,SWE,,,Anders Johnsson
40587,140603,Johan,Bergenas,U,1982-01-18,SWE,,,Johan Bergenas
40588,140604,Marten,Lundberg,U,1982-10-15,SWE,,,Marten Lundberg
40589,140605,Martin,Linusson,U,1982-07-12,SWE,,,Martin Linusson
40590,140606,Martin,Pawlovski,U,1981-07-12,SWE,,,Martin Pawlovski
40591,140607,Tito,Fadda,U,,ITA,,,Tito Fadda
40592,140608,Andrea,Ghiso,U,1967-07-21,ITA,,,Andrea Ghiso
40593,140609,Emiliano,Dessi,U,1977-12-29,ITA,,,Emiliano Dessi
40594,140610,Dionigi,Mostallino,U,,ITA,,,Dionigi Mostallino
40595,140611,David,Culshaw,U,1985-02-02,GBR,,,David Culshaw
40596,140612,Damir,Zhylkybaev,U,1984-08-20,KAZ,,,Damir Zhylkybaev
40597,140613,Denis,Lukmanov,U,1984-06-08,UZB,,,Denis Lukmanov
40598,140614,Johan,Batifoulier,U,1974-09-05,FRA,,,Johan Batifoulier
40599,140615,Romain,Pages,U,1979-01-28,FRA,,,Romain Pages
40600,140616,Philipp,Koller,U,1982-03-28,AUT,,,Philipp Koller
40601,140617,Jorge,Garcia,U,1970-08-26,ESP,,,Jorge Garcia
40602,140618,Carlos,Malet Faura,U,1984-01-17,ESP,,,Carlos Malet Faura
40603,140619,Nika,Chkartishvilil,U,1983-08-08,GEO,,,Nika Chkartishvilil
40604,140620,Jose Ernesto,Serrate Merino,U,1984-06-20,ESP,,,Jose Ernesto Serrate Merino
40605,140621,Tomoyuki,Takayama,U,1977-09-23,JPN,,,Tomoyuki Takayama
40606,140622,Daisuke,Nakajima,U,1972-03-26,JPN,,,Daisuke Nakajima
40607,140623,Yuki,Sakai,U,1983-09-21,JPN,,,Yuki Sakai
40608,140624,Kosuke,Nagasawa,U,1981-05-23,JPN,,,Kosuke Nagasawa
40609,140625,Toshiaki,Kuroyanagi,U,1967-04-16,JPN,,,Toshiaki Kuroyanagi
40610,140626,Katsuji,Ozawa,U,1978-10-19,JPN,,,Katsuji Ozawa
40611,140627,Herbert,Gonzelman,U,1984-09-07,BOL,,,Herbert Gonzelman
40612,140628,Heiko,Rottmann,U,1977-03-12,BOL,,,Heiko Rottmann
40613,140629,Franz,Molina,U,1984-05-01,BOL,,,Franz Molina
40614,140630,Rodrigo,Briones,U,,BOL,,,Rodrigo Briones
40615,140631,Michael,Fleming,U,1980-11-03,GBR,,,Michael Fleming
40616,140632,Martin,Hendry,U,1981-10-15,GBR,,,Martin Hendry
40617,140633,Dmitry,Vergazov,U,1979-09-29,UZB,,,Dmitry Vergazov
40618,140634,Dimitri,Belot,U,1984-05-07,FRA,,,Dimitri Belot
40619,140635,Olivier,Picaud,U,1986-02-10,FRA,,,Olivier Picaud
40620,140636,Patrik,Sadovnik,U,1982-01-28,AUT,,,Patrik Sadovnik
40621,140637,Pedro,Carrillo Onieva,U,1976-12-18,ESP,,,Pedro Carrillo Onieva
40622,140638,Danny,Karlsson,U,1982-08-12,SWE,,,Danny Karlsson
40623,140639,Abraham,Ramirez Torreno,U,1983-04-24,ESP,,,Abraham Ramirez Torreno
40624,140640,Juan Jose,Ortega Granados,U,1985-02-06,ESP,,,Juan Jose Ortega Granados
40625,140641,Carlos,Bravo Farre,U,1956-05-02,ESP,,,Carlos Bravo Farre
40626,140642,Beny,Siswanto,U,1975-05-03,INA,,,Beny Siswanto
40627,140643,Invasi,Afghan,R,1980-01-17,INA,,,Invasi Afghan
40628,140644,Marin,Radovanovich,U,1980-03-13,NZL,,,Marin Radovanovich
40629,140645,Michael,Pakasi,U,1978-10-21,INA,,,Michael Pakasi
40630,140646,Ernesto,Baron,U,1983-08-06,BOL,,,Ernesto Baron
40631,140647,Andres,Monje,U,1985-10-31,BOL,,,Andres Monje
40632,140648,Julio,Velarde,U,1985-05-18,BOL,,,Julio Velarde
40633,140649,Sergio,Vargas,U,1982-09-11,BOL,,,Sergio Vargas
40634,140650,Diego,Paz Soldan,U,1986-04-25,BOL,,,Diego Paz Soldan
40635,140651,Walter,Vargas,U,1984-08-16,BOL,,,Walter Vargas
40636,140652,Alexandru,Pop Moldovan,U,1980-03-14,ROU,,,Alexandru Pop Moldovan
40637,140653,Marcus,Petrou,U,1981-04-06,AUS,,,Marcus Petrou
40638,140654,Gregorio,Espinosa Muller,U,1983-09-21,ESP,,,Gregorio Espinosa Muller
40639,140655,Christophe,Nowicki,U,1977-09-13,FRA,,,Christophe Nowicki
40640,140656,Ludovic,De Lette,U,1971-12-22,FRA,,,Ludovic De Lette
40641,140657,David,Baro,U,1984-02-22,FRA,,,David Baro
40642,140658,Sebastien,Tiessen,U,1972-07-04,FRA,,,Sebastien Tiessen
40643,140659,Marc,Saulle,U,1977-10-23,FRA,,,Marc Saulle
40644,140660,Kenny,Kandel,U,1980-08-04,NED,,,Kenny Kandel
40645,140661,Nicolas,Benoit,U,1975-11-15,FRA,,,Nicolas Benoit
40646,140662,Daniel,Carlsson,U,1980-02-07,SWE,,,Daniel Carlsson
40647,140663,Juan,Garcia Salvador,U,1984-04-01,ESP,,,Juan Garcia Salvador
40648,140664,Eduardo Augusto,Santanna,U,1983-01-27,BRA,,,Eduardo Augusto Santanna
40649,140665,Orlando,Guardatti,U,1985-12-12,PAR,,,Orlando Guardatti
40650,140666,Amado,Silva,U,1980-02-06,PAR,,,Amado Silva
40651,140667,Gabriel A,Penino De Souza,L,1974-05-05,PAR,,,Gabriel A Penino De Souza
40652,140668,Daniel,Ortiz,U,1981-11-13,PAR,,,Daniel Ortiz
40653,140669,Jorge,Blanchard,U,1984-09-25,ARG,,,Jorge Blanchard
40654,140670,German,Dalmagro,U,1979-05-16,PAR,,,German Dalmagro
40655,140671,Raul,Latorre,U,1983-01-08,PAR,,,Raul Latorre
40656,140672,Tadeo,Rodriguez,U,1982-12-12,PAR,,,Tadeo Rodriguez
40657,140673,Diego,Morel,U,1983-04-25,PAR,,,Diego Morel
40658,140674,Marcos,Villagra,U,1981-08-24,PAR,,,Marcos Villagra
40659,140675,Jorge,Estigarribia,U,1967-12-27,PAR,,,Jorge Estigarribia
40660,140676,Jauffrey,Mettoyer,U,1981-06-23,FRA,,,Jauffrey Mettoyer
40661,140677,Baptiste,Raulot,U,1983-08-25,FRA,,,Baptiste Raulot
40662,140678,Bruno,Le Riche,U,1974-03-14,FRA,,,Bruno Le Riche
40663,140679,Luis,Zaracho,U,1973-02-23,FRA,,,Luis Zaracho
40664,140680,Karim,Debs,U,1982-07-28,LIB,,,Karim Debs
40665,140681,Rafael,Omana,U,1969-06-01,VEN,,,Rafael Omana
40666,140682,Michael,Anderson,U,1976-06-23,USA,,,Michael Anderson
40667,140683,Benjamin,Lundell,U,,USA,,,Benjamin Lundell
40668,140684,Eric,Piskura,U,1975-12-12,USA,,,Eric Piskura
40669,140685,Joseph,Weisberger,U,1982-03-25,USA,,,Joseph Weisberger
40670,140686,Kevin,Obletz,U,1982-12-16,USA,,,Kevin Obletz
40671,140687,Jose Felix,Gomez Albertini,U,1984-09-05,PAR,,,Jose Felix Gomez Albertini
40672,140688,Stavros,Doulgerakis,U,,GRE,,,Stavros Doulgerakis
40673,140689,Dimitris,Chatzidakis,U,,GRE,,,Dimitris Chatzidakis
40674,140690,George,Parras,U,,GRE,,,George Parras
40675,140691,Aaron,Fowler,U,1978-05-26,USA,,,Aaron Fowler
40676,140692,Alban,Yoksimovitch,U,1976-11-22,FRA,,,Alban Yoksimovitch
40677,140693,Xavier,Le Rays,U,1973-06-27,FRA,,,Xavier Le Rays
40678,140694,Xavier,Le Gall,U,1980-05-23,FRA,,,Xavier Le Gall
40679,140695,Olivier,Roudet,U,1976-02-09,FRA,,,Olivier Roudet
40680,140696,Francois,Chaussumier,U,1975-04-13,FRA,,,Francois Chaussumier
40681,140697,Geoffrey,Davis,U,,USA,,,Geoffrey Davis
40682,140698,Max,Lawrence,U,1977-12-24,CAN,,,Max Lawrence
40683,140699,Chris,Cozad,U,1982-04-21,USA,,,Chris Cozad
40684,140700,Nicholas,Sego,U,1984-12-31,GBR,,,Nicholas Sego
40685,140701,Hans,Seidel,U,1978-06-22,RSA,,,Hans Seidel
40686,140702,Jeff,Kader,U,1983-07-05,USA,,,Jeff Kader
40687,140703,Salahuddin,Tawil,U,1977-03-02,SYR,,,Salahuddin Tawil
40688,140704,Jamil,Bohra,U,,USA,,,Jamil Bohra
40689,140705,James,Yuill,U,1981-04-13,IRL,,,James Yuill
40690,140706,Joshua,Carson,U,,USA,,,Joshua Carson
40691,140707,Nicolas,Carteret,U,1980-07-22,FRA,,,Nicolas Carteret
40692,140708,Jamie,Adams,U,1980-07-30,USA,,,Jamie Adams
40693,140709,Paul,Goebel,U,,USA,,,Paul Goebel
40694,140710,John,Curtiss,U,,USA,,,John Curtiss
40695,140711,George,Newton,R,1967-11-11,USA,,,George Newton
40696,140712,Andrew,Csordas,U,1975-09-13,USA,,,Andrew Csordas
40697,140713,Christoffer,Fasth,U,1982-06-03,USA,,,Christoffer Fasth
40698,140714,Jonathan,Shemper,U,,USA,,,Jonathan Shemper
40699,140715,Adam,Shepherd,U,1981-03-27,USA,,,Adam Shepherd
40700,140716,John,Walker,U,1930-07-16,USA,,,John Walker
40701,140717,Micah,Anderson,U,1978-10-11,USA,,,Micah Anderson
40702,140718,Ricardo,Binet,U,,CHI,,,Ricardo Binet
40703,140719,Uwe,Gneiting,U,1980-03-19,GER,,,Uwe Gneiting
40704,140720,Michael,Hailey,U,1980-04-10,USA,,,Michael Hailey
40705,140721,Patrick,Horne,U,,USA,,,Patrick Horne
40706,140722,Jean Philippe,Benhaim,U,1985-11-12,FRA,,,Jean Philippe Benhaim
40707,140723,Zack,Saloom,U,1984-07-31,USA,,,Zack Saloom
40708,140724,Robert,Lecky,U,,USA,,,Robert Lecky
40709,140725,Samuel,Khanzadian,U,1984-03-05,CAN,,,Samuel Khanzadian
40710,140726,Glenn,Lazenby,U,1953-02-18,USA,,,Glenn Lazenby
40711,140727,Nicholas,Quatrochl,U,1977-11-29,USA,,,Nicholas Quatrochl
40712,140728,Jeff,Coskey,U,1983-11-08,USA,,,Jeff Coskey
40713,140729,Brandon,Mcmillan,U,,USA,,,Brandon Mcmillan
40714,140730,Alexandre,Cantara,U,,BRA,,,Alexandre Cantara
40715,140731,Bart,Fremin,U,1983-03-21,USA,,,Bart Fremin
40716,140732,Kristoffer,Bergdahl,U,1979-05-15,SWE,,,Kristoffer Bergdahl
40717,140733,Matt,Mayer,U,,USA,,,Matt Mayer
40718,140734,Cason,Mays,U,,USA,,,Cason Mays
40719,140735,Yoshitaka,Ono,U,1979-08-23,JPN,,,Yoshitaka Ono
40720,140736,Wafik,Ben Nacer,U,1974-01-09,ALG,,,Wafik Ben Nacer
40721,140737,Armen,Bagirian,U,1982-08-28,RUS,,,Armen Bagirian
40722,140738,Zachery,Smith,U,1984-06-12,USA,,,Zachery Smith
40723,140739,Ronald,Nano,R,1978-02-14,USA,,,Ronald Nano
40724,140740,Carlos,Miranda Ibanez,U,1973-03-28,ESP,,,Carlos Miranda Ibanez
40725,140741,Brandon,Johnson,U,1984-01-14,USA,,,Brandon Johnson
40726,140742,Patricio,Maucci,U,1981-05-22,FRA,,,Patricio Maucci
40727,140743,Shunsuke,Shimizu,R,1984-07-16,JPN,,,Shunsuke Shimizu
40728,140744,Kerim,Zafir,U,1984-05-07,TUR,,,Kerim Zafir
40729,140745,Dalton,Canelhas,U,1984-03-24,BRA,,,Dalton Canelhas
40730,140746,Bernhard,Erismann,U,1983-06-01,MEX,,,Bernhard Erismann
40731,140747,Kohei,Haruta,U,1976-04-23,JPN,,,Kohei Haruta
40732,140748,Il Ho,Byun,U,1987-09-17,KOR,,,Il Ho Byun
40733,140749,Patricio,Madariaga,U,1957-11-05,USA,,,Patricio Madariaga
40734,140750,Francois,Van Der Meer,U,1981-10-13,RSA,,,Francois Van Der Meer
40735,140751,Andy,Porter,U,1982-12-30,USA,,,Andy Porter
40736,140752,Elliot,Mitchell,U,1974-06-21,USA,,,Elliot Mitchell
40737,140753,Alexander,Feron,U,1984-01-24,FRA,,,Alexander Feron
40738,140754,Anton,Vorobiev,U,1983-02-14,USA,,,Anton Vorobiev
40739,140755,Stefan,Shaw,U,1985-08-24,GBR,,,Stefan Shaw
40740,140756,Gianfranco,Dossena,L,1985-08-09,ITA,,,Gianfranco Dossena
40741,140757,Mario,Gil,U,1984-09-07,BOL,,,Mario Gil
40742,140758,Louis,Taylor Iii,U,1983-04-29,ISV,,,Louis Taylor Iii
40743,140759,Robert,Strahle,U,1984-01-03,SWE,,,Robert Strahle
40744,140760,Nick,Eckert,U,1986-03-28,GER,,,Nick Eckert
40745,140761,Juan Pablo,Lam Lacape,U,1983-11-25,GUA,,,Juan Pablo Lam Lacape
40746,140762,Bruno,Azevedo,U,1986-03-15,BRA,,,Bruno Azevedo
40747,140763,John,Ishoy,U,1977-10-14,USA,,,John Ishoy
40748,140764,Shawn,Foster,U,1973-04-24,USA,,,Shawn Foster
40749,140765,Adrian,Mardyks,U,1984-02-04,USA,,,Adrian Mardyks
40750,140766,James,Cromwell,U,1983-03-07,USA,,,James Cromwell
40751,140767,Stefan,Neubauer,U,1981-03-29,AUT,,,Stefan Neubauer
40752,140768,Robert,Liska,U,1968-03-21,USA,,,Robert Liska
40753,140769,Segun,Moruka,U,1978-10-18,USA,,,Segun Moruka
40754,140770,Lou,Calungeagin,U,1982-03-22,USA,,,Lou Calungeagin
40755,140771,Dan,Dao,U,1975-07-14,USA,,,Dan Dao
40756,140772,Eugene,Karimov,U,1974-02-18,USA,,,Eugene Karimov
40757,140773,Walt,Hearn,U,1979-05-14,USA,,,Walt Hearn
40758,140774,Paul,Johnson,U,1980-02-28,USA,,,Paul Johnson
40759,140775,John,Siefke,U,1984-06-26,USA,,,John Siefke
40760,140776,Sebastian,Schoellhorn,U,1977-10-02,GER,,,Sebastian Schoellhorn
40761,140777,Peter John,Farkas,U,1983-08-02,USA,,,Peter John Farkas
40762,140778,Santiago,Figueroa,U,1982-12-06,CHI,,,Santiago Figueroa
40763,140779,Juan,Correa,U,1969-11-20,CHI,,,Juan Correa
40764,140780,German,Teichelmann,U,1984-05-11,CHI,,,German Teichelmann
40765,140781,Diego,Zuniga,U,1984-12-25,CHI,,,Diego Zuniga
40766,140782,Cristian,Leiva,U,,CHI,,,Cristian Leiva
40767,140783,Matias,Saez,U,,CHI,,,Matias Saez
40768,140784,Brian,Morton,U,1983-06-29,USA,,,Brian Morton
40769,140785,Brian,Kent,U,1980-09-24,USA,,,Brian Kent
40770,140786,Sumil,Menon,U,1984-03-17,USA,,,Sumil Menon
40771,140787,Jon,Neri,U,1973-11-19,USA,,,Jon Neri
40772,140788,Randall,Mark,U,1967-02-18,USA,,,Randall Mark
40773,140789,Joakim,Ulfvebrand,U,1976-05-04,SWE,,,Joakim Ulfvebrand
40774,140790,Cory,Mendelsohn,U,1981-07-19,USA,,,Cory Mendelsohn
40775,140791,Sergiu,Modoc,U,1984-04-27,ROU,,,Sergiu Modoc
40776,140792,Darren,Auld,U,1977-09-24,USA,,,Darren Auld
40777,140793,Kuniyoshi,Minato,U,1983-01-23,JPN,,,Kuniyoshi Minato
40778,140794,Eric,Horine,U,1978-06-07,USA,,,Eric Horine
40779,140795,Arifnaved,Hasan,U,1982-09-13,IND,,,Arifnaved Hasan
40780,140796,Ryan,Mcnaughton,U,1982-11-01,USA,,,Ryan Mcnaughton
40781,140797,Chris,Holeman,U,1970-05-13,USA,,,Chris Holeman
40782,140798,Jeremy,Coll,U,1983-01-12,USA,,,Jeremy Coll
40783,140799,Dario,Katic,U,1980-08-06,USA,,,Dario Katic
40784,140800,,,U,,USA,,,
40785,140801,Jake,Worseldine,U,1978-03-03,USA,,,Jake Worseldine
40786,140802,Santiago,Montoya,U,1986-05-26,COL,,,Santiago Montoya
40787,140803,Zac,Markham,U,1981-09-20,USA,,,Zac Markham
40788,140804,Sebastian,Libertino,U,1980-07-20,ARG,,,Sebastian Libertino
40789,140805,Bruno,Arapovic,U,1979-04-06,BIH,,,Bruno Arapovic
40790,140806,Ted,Blosser,U,1984-06-17,USA,,,Ted Blosser
40791,140807,Patrick,Heppell,U,1982-03-24,USA,,,Patrick Heppell
40792,140808,Jake,Heims,U,1983-12-31,USA,,,Jake Heims
40793,140809,Jason,Gerardo,U,1972-06-18,USA,,,Jason Gerardo
40794,140810,Eric,Stuart,U,1982-01-28,USA,,,Eric Stuart
40795,140811,Jesse,Ponwith,U,1972-09-05,USA,,,Jesse Ponwith
40796,140812,Ryan,Richert,U,1980-04-02,USA,,,Ryan Richert
40797,140813,Todd,Thurston,U,1982-10-26,USA,,,Todd Thurston
40798,140814,Randall,Smalley,U,1983-09-27,USA,,,Randall Smalley
40799,140815,Christopher,Gessner,U,1982-09-01,USA,,,Christopher Gessner
40800,140816,Ryan,Waits,U,1985-09-08,USA,,,Ryan Waits
40801,140817,Alfredo,Harz,U,1984-09-22,CHI,,,Alfredo Harz
40802,140818,Ismael,Castillo,U,1984-08-29,CHI,,,Ismael Castillo
40803,140819,Juan Carlos,Campos,U,1963-06-13,CHI,,,Juan Carlos Campos
40804,140820,Fernando,Escala,U,1982-02-24,CHI,,,Fernando Escala
40805,140821,Pedro,Severino,U,,CHI,,,Pedro Severino
40806,140822,Jose Renan,Rodrigues Filho,U,1982-06-02,BRA,,,Jose Renan Rodrigues Filho
40807,140823,,,U,,UKR,,,
40808,140824,Andrei,Bezpaly,U,1981-01-05,UKR,,,Andrei Bezpaly
40809,140825,Sergey,Vantsov,U,,UKR,,,Sergey Vantsov
40810,140826,Vitaliy,Voiny,U,1956-08-29,UKR,,,Vitaliy Voiny
40811,140827,Bruno,Wagner,L,1977-05-11,BRA,,,Bruno Wagner
40812,140828,Ricardo,Nichimura,U,1981-12-18,BRA,,,Ricardo Nichimura
40813,140829,Marcelo,Froes,U,1984-02-12,BRA,,,Marcelo Froes
40814,140830,Alberto Gentil,Pedroso,U,1979-08-09,BRA,,,Alberto Gentil Pedroso
40815,140831,Rodolfo,Fazano,U,1979-02-03,BRA,,,Rodolfo Fazano
40816,140832,Vinicius,Corazza,U,1983-08-10,BRA,,,Vinicius Corazza
40817,140833,Tadeu,Depes,U,,BRA,,,Tadeu Depes
40818,140834,Maicol,Ximenes,U,1975-03-10,BRA,,,Maicol Ximenes
40819,140835,Jose Aparecido,Souza,U,1961-12-28,BRA,,,Jose Aparecido Souza
40820,140836,Roberto,Tommasipretti,U,,BRA,,,Roberto Tommasipretti
40821,140837,Felipe,Esteves,U,1978-03-16,BRA,,,Felipe Esteves
40822,140838,Guilherme,Alves,U,1984-06-23,BRA,,,Guilherme Alves
40823,140839,Gustavo,Burihotto,U,,BRA,,,Gustavo Burihotto
40824,140840,Marcos,Dias,U,,BRA,,,Marcos Dias
40825,140841,Caio,Guedes,U,1982-06-22,BRA,,,Caio Guedes
40826,140842,,,U,,UKR,,,
40827,140843,Paulo,Siqueira,U,,DEN,,,Paulo Siqueira
40828,140844,Sergio,Figueiredo,U,1981-03-01,BRA,,,Sergio Figueiredo
40829,140845,Claudio,Andreoli,U,1969-08-05,BRA,,,Claudio Andreoli
40830,140846,Marcelo,Silva,U,1986-12-18,BRA,,,Marcelo Silva
40831,140847,Hectori,Chaves,U,1983-04-13,BRA,,,Hectori Chaves
40832,140848,Joao Paulo,Bounassar,U,1984-03-28,BRA,,,Joao Paulo Bounassar
40833,140849,Rafael Luis,Soares,U,1984-02-03,BRA,,,Rafael Luis Soares
40834,140850,Caio,Cyrino,U,1982-06-22,BRA,,,Caio Cyrino
40835,140851,Eraldo,Silva,U,1972-01-16,BRA,,,Eraldo Silva
40836,140852,Fernando,Santos,U,1983-03-08,BRA,,,Fernando Santos
40837,140853,Jakub,Ulczynski,U,1977-07-09,POL,,,Jakub Ulczynski
40838,140854,Michael,Starosta,U,1982-03-11,POL,,,Michael Starosta
40839,140855,Maciej,Rybialek,U,1983-03-08,POL,,,Maciej Rybialek
40840,140856,Kamil,Wojcik,U,1984-07-08,POL,,,Kamil Wojcik
40841,140857,Jan,Petrasz,U,,POL,,,Jan Petrasz
40842,140858,Jakub,Urbanowicz,U,1985-05-27,POL,,,Jakub Urbanowicz
40843,140859,Damian,Jezak,U,1981-05-23,POL,,,Damian Jezak
40844,140860,Paul Sebastian,Stanescu,U,1982-12-18,ROU,,,Paul Sebastian Stanescu
40845,140861,Radu,Popescu,U,1973-07-14,ROU,,,Radu Popescu
40846,140862,Gerald Dan,Radovici,U,1980-05-16,GER,,,Gerald Dan Radovici
40847,140863,Ovidiu Angelin,Popescu,U,1980-09-13,ROU,,,Ovidiu Angelin Popescu
40848,140864,Silviu,Ion,U,1982-03-01,ROU,,,Silviu Ion
40849,140865,,,U,,MDA,,,
40850,140866,,,U,,ROU,,,
40851,140867,Daniel,Bezman,U,1984-09-20,ROU,,,Daniel Bezman
40852,140868,,,U,,ROU,,,
